CO/STATE,RECORDED,DATE,GRANTOR,Address,CITY,GRANTEE,PRICE,TYPE,BUILT,LAND AC,IMP SF,UNITS,LAND SF,$/SF IMP,$/UNIT IMP,$/SF LAND,GARAGE,CAP RATE,NOI,EXP,EGI,OCCUP,Corner Y/N,Reg Site shape,Utilities,Location,Quality,Condition,Description,Comments
DE-CO,2016159687,11/11/2016,FC Stapleton II LLC,SWC 31st & Havana St,Denver,Drake Cares #4 LLC,578750,Lnd,0,0.78,0,0,34045,#DIV/0!,#DIV/0!,16.99955941,0,,,,,0.0000,Y,Y,Y,2,2,2,Ind Redevelop,"Plan 3,800 SF Freddys Custard store."
DO-CO,2016084270,11/17/2016,Concord CAS LLC,8530 Concord Center Dr,Englewood,Concord Center Parnters LLC,7220000,Ind,2006,3.76,54280,,163698,133.0140015,#DIV/0!,44.10547978,0,0.0620,447810,230690,678500,0.7900,Y,Y,Y,3,3,3,MT ind,Walker Sign Co owner purchase.
DO-CO,2016082402,11/14/2016,Douglas County Libraries,10851 S Crossroads Dr,Parker,Crossroad Drive LLC,2900000,Off,1986,1.54,20285,,67082,142.9627804,#DIV/0!,43.23041513,0,,,,,0.0000,Y,Y,Y,2,2,2,MT off,Former library converted to offices.
DO-CO,2016084255,11/21/2016,Carlyle Holdings LLC,4250 Trail Boss Dr,Castle Rock,Advantage III Inc,3000000,Sch,2005,1.21,11750,0,52708,255.3191489,#DIV/0!,56.91778795,0,,,,,1.0000,N,Y,Y,2,3,3,Merryhill Preschool,Prior sale 3/14 for $2.2 million.
AD-CO,20160000108775,12/13/2016,REGATTA APT INVESTORS,10500 Irma Dr,Northglenn,SRGMF 2 IRMA NORTHGLENN,81800000,Apt,2000,22.79,322648,352,992732,253.5270635,232386.3636,82.39884182,142,0.0610,4989800,1751200,6741000,0.9500,Y,Y,Y,2,3,3,Multi,Most units renovated.
AD-CO,20160000108775,12/13/2016,Bascom Melody Drive Apartments LLC,11450 Melody Dr,Northglenn,GB Village aat North Hills SPE LLC,30800000,Apt,1999,7.84,150150,168,341510,205.1282051,183333.3333,90.18759019,0,0.0511,1572577,756000,2328577,0.9500,Y,Y,Y,2,3,2,Multi,About 25% renovated units
AD-CO,20160000106271,12/6/2016,Graebel Warehouse LLC,16456 E Airport Cir,Aurora,S&Z Realty LLP,20100000,Ind,1999,17.27,326844,,752281,61.49722804,#DIV/0!,26.7187323,0,,,,,1.0000,N,Y,Y,2,2,2,MT ind,Owner purchase for Buehler Moving.
AD-CO,20160000106299,11/3/2016,MDK Westminster LLC,1400 W 122nd Ave,Westminster,Colorado Blvd Holdings LLC,4420000,Off,1985,1.85,30044,,80586,147.1175609,#DIV/0!,54.84823667,0,0.0740,327008,240352,567360,0.9400,Y,Y,Y,2,3,2,MT off,Quality mt stabilized building.
AD-CO,20160000107810,12/12/2016,DAP Montoya Holdings LLC,8215 Steele St,Uninc adas,ATR Holdings LLC,1250000,Ind,2006,2.00,4619,,87120,270.6213466,#DIV/0!,14.34802571,0,,,,,0.0000,Y,Y,Y,2,3,2,MT off,Fenced yd 5 ton craneoff/whse. User buy.
AR-CO,D6143651,12/15/2016,8000 Southpark LLC,8000 Southpark Way,Littleton,Familia Eubank LLC,16780000,Ind,1984,8.52,145517,,371131,115.3129875,#DIV/0!,45.2131214,,,,,,,Y,Y,Y,2,2,2,Extra Space S Stg,Quality mini storage.
AR-CO,D61436528,12/15/2016,8000 Southpark LLC,8000 Southpark Lane,Littleton,San Miguel LLC,1450000,Off,2001,1.25,12222,,54450,118.6385207,#DIV/0!,26.62993572,0,,,,,1.0000,Y,Y,Y,2,3,2,Social Security bldg,Quality st office with Social Security.
AR-CO,D6143651,12/6/2016,MGDB LLC,13760 E Arapahoe Road,Centennial,Regel Enterprises LLC,4550000,Ind,1969,3.02,52226,,131551,87.12135718,#DIV/0!,34.58729377,0,,,,,1.0000,N,Y,Y,2,2,2,ST ind,Owner purchase of Digital Wave bldg.
AR-CO,D6145421,12/12/2016,Southgelnn Plaza Offices LLC,2305 E Arapahe Rd,Centennial,2305 Arapahoe Partners LLC,2800000,Off,1978,3.18,43690,,138521,64.08789197,#DIV/0!,20.21357081,0,,,,,0.7200,Y,Y,Y,2,2,2,MT off,Older offices in updated condition.
AR-CO,D6144943,12/12/2016,Kevin Martin & Hugh Privette,NEC Picadilly Rd & Alameda Ave,Aurora,The trust for public land,1950000,Lnd,0,77.29,0,0,3366752,#DIV/0!,#DIV/0!,0.5791931714,0,,,,,0.0000,Y,Y,Y,2,2,2,Open space,open space purchase.
AR-CO,D6144185,12/9/2016,Concorde Place,12351 E Arapahoe Rd,Centennial,Awada Enterprises,1080000,Lnd,0,4.50,0,0,196020,#DIV/0!,#DIV/0!,5.509641873,0,,,,,0.0000,N,Y,Y,3,2,2,Ind Redevelop,"Plan 12,600 SF Auto Finders store."
BO-CO,03561012,12/1/2016,Alecta Real Estate USA LLC,1050 Walnut St,Boulder,BPP Walnut LLC,46400000,Off,1984,0.66,109732,,28706,422.8483943,#DIV/0!,1616.386818,0,,,,,0.9400,Y,Y,Y,3,2,2,MT off,"Leasehold, part of portfolio sale."
BO-CO,03561012,12/1/2016,Alecta Real Estate USA LLC,1881 9th St,Boulder,BPP Canyon Center LLC,32900000,Off,1984,1.66,72037,,72310,456.7097464,#DIV/0!,454.9879961,0,,,,,0.9500,Y,Y,Y,3,2,2,MT off,"Quality office, part of portfolio sale."
BO-CO,03561012,12/1/2016,Alecta Real Estate USA LLC,1900 15th St,Boulder,BPP Walnut & Fifteenth LLC,13270000,Off,1994,0.28,33945,,12026,390.9264987,#DIV/0!,1103.442541,0,,,,,0.9500,Y,Y,Y,3,2,2,MT off,"Quality office, part of portfolio sale."
BO-CO,03562209,12/8/2016,TBW Inc,3800 Arapahoe Rd,Boulder,CC 3800 Arapahoe LLC,844000,Off,1984,0.00,15187,,0,55.57384605,#DIV/0!,#DIV/0!,0,,,,,1.0000,Y,Y,Y,3,2,2,ST off,Leasehold imps only
BO-CO,03560468,11/30/2016,Alternatives for Youth Inc,24 9th Ave,Longmont,Miller/Perry LLC,575000,Off,2000,0.27,7258,,11686,79.22292643,#DIV/0!,49.20417594,0,,,,,0.0000,Y,Y,Y,3,2,2,ST off,Vacant office/retail for lse $9.75 SF NNN.
BR-CO,2016015111,11/21/2016,Arista Uptown Colorado LLC,8500 Arista Pl,Broomfield,Seagate Arista Associates LLC,65000000,Apt,2013,6.68,225073,272,290981,288.7951909,238970.5882,223.3824362,151,0.0438,2847276,1666000,4513276,0.9500,Y,Y,Y,3,3,3,Multi,Quality new ubanism apartments.
BR-CO,2016016338,12/13/2016,Summit Green Apartments LLC,453 Summit Blvd,Broomfield,DD Summit Blvd LLC,3200000,Lnd,0,7.34,0,198,319730,#DIV/0!,16161.61616,10.0084321,0,,,,,0.0000,N,Y,Y,3,2,2,MF land,Plan 198 unit apartments.
DE-CO,2016169869,11/28/2016,CCP BCSP Dominion Property LLC,600 17th St,Denver,FSP 600 17th Street LLC,154260000,Off,1982,0.93,613527,0,40702,251.4314773,#DIV/0!,3789.98575,0,0.0765,11800890,,,0.9200,Y,Y,Y,3,3,2,MT off,EOG is main tenant in Dominion Towers.  Plan $3 million upgrade.
DE-CO,2016175969,12/15/2016,CSHV 700 Broadway LLC,700 Broadway Blvd,Denver,IHP HLIC 700 Broadway Assett LLC,80650000,Off,1973,3.51,425853,0,152896,189.3845999,#DIV/0!,527.4841133,1192,0.0668,5383388,,,0.9800,Y,Y,Y,3,3,3,MT off,"Anthem is main tenant in 375,176 SF.  Can add 142,000 SF on site."
DE-CO,2016176487,12/13/2017,Blake Street Investments LLC,1900 Wazee & 1860 Blake St,Denver,Blake Wazee LLC,44200000,Off,-5233,1.09,152520,0,47322,289.7980593,#DIV/0!,934.026457,0,,,,,0.8200,Y,Y,Y,3,3,3,MT off,Mix of turn of century and modern buildings.
DE-CO,2016176408,12/15/2016,JMIR Denver Hotel LLC,1845 Sherman St,Denver,CP Denver LLC,27430000,Hot,1989,0.54,100970,148,23437,271.6648509,185337.8378,1170.371635,0,0.0863,2368000,3844300,6212300,,N,Y,Y,3,3,3,Hotel,Hyatt Regency DTC hotel.
DE-CO,20160175184,12/8/2016,Hainey Family LP,SWC Inca St & 41st ave,Denver,CD-Inca LLC,6620000,Lnd,0,2.08,0,,90760,#DIV/0!,#DIV/0!,72.93962098,0,,,,,1.0000,Y,Y,Y,3,2,2,MF land,Affordable housing.  Sold with 4001 Inca St.
DE-CO,2016175780,12/14/2016,PRE-UPC LLC,2400-20 High St,Denver,Twnety-Fourth LLC,2830000,Apt,1953,0.65,8320,16,28200,340.1442308,176875,100.3546099,0,,,,224760,0.9500,Y,Y,Y,2,2,3,MT Apt,Seller did $426.5k total rehab.
DE-CO,2016173753,12/12/2016,1840 Grant Investors LLC,1835-55 Logan St,Denver,Rafmo LLC,3170000,Sch,1915/38,1.05,45020,0,45603,70.41314971,#DIV/0!,69.51237976,0,,,,,0.0000,N,Y,Y,3,2,2,Sch,Older high school - buyer renovated to workplace offices.
DE-CO,20160175756,12/14/2016,2000 South Cherokee Street LLC,2000-18 S Cherokee St,Denver,Cherokee Street Parnters LLC,1460000,Ind,1958/78,0.43,12687,,18750,115.0784267,#DIV/0!,77.86666667,0,,,,,0.0000,Y,Y,Y,3,2,2,ST Ind,Marketed for partial owner occupancy.
DE-CO,20160170762,11/10/2016,Good Spirits Development,1445 S Broadway Blvd,Denver,Liminal Development LLC,555000,Ind,1896,0.15,1875,,6344,296,#DIV/0!,87.48423707,0,,,,,0.0000,N,Y,Y,3,2,2,ST Ret,Buyer to occupy for art studio.
DE-CO,2016176253,12/15/2016,Overseas Vets Inc,963 Federal Blvd,Denver,Bouncer Trust ,375000,Mtg,1967,0.14,3456,0,6250,108.5069444,#DIV/0!,60,0,,,,,0.0000,N,Y,Y,1,2,2,Sch,VFW lodge with new roof.
DE-CO,20160158074,11/6/2016,Vons Companies Inc,4836 Chambers Rd,Denver,Evergreen Changers Green Valley Ranch,600000,Lnd,0,0.93,0,,40663,#DIV/0!,#DIV/0!,14.75542877,0,,,,,1.0000,N,Y,Y,2,2,2,Ret land,Pad in Planet Fitness anchored S.C.
DE-CO,20160175928,12/14/2016,FC Stapleton II LLC,NEC 50th Ave 7 Central Park Blvd,Denver,Turner Property Holdings LLC,800000,Lnd,0,1.23,0,,53470,#DIV/0!,#DIV/0!,14.96166074,0,,,,,1.0000,Y,Y,Y,2,2,2,Ret land,Plan Goldfish Swim School.
JE-CO,2016102743,9/30/2016,Arvada West 04 LLC,14455-715 W 64th Ave,Arvada,Starboard Arvada LLC,15900000,Ret,2001,14.65,83278,0,638154,190.9267754,#DIV/0!,24.91561598,0,0.0680,1080950,333112,1414062,0.9400,y,Y,Y,2,2,2,MT shop ctr,Wal Mart Neigh grocery ctr.
JE-CO,2016129975,12/8/2016,BAM Investment Management LLC,9046 W Bowles Ave,Littleton,9046 LLC,2990000,Ret,1984,0.99,8068,0,43192,370.5999008,#DIV/0!,69.22578255,0,,,,,1.0000,N,Y,Y,3,2,2,MT shop ctr,Small strip center across from SW Plaza Mall. Bought by one of tenants
JE-CO,2016126499,11/28/2016,Confluent Development LLC,4415 McIntyre St,Golden,Charles McBride Tr,2880000,Ret,2016,1.79,3062,0,77972,940.5617244,#DIV/0!,36.93614664,0,0.0516,148552,0,148552,1.0000,y,Y,Y,2,3,3,ST C-store,7-11 C-store with gas pumps.  15 yr NNN lease.
JE-CO,2016128427,12/5/2016,Outlast Holdings LLC,831 Pine Ridge Rd,Golden,Pine Rridge Road LLC,2130000,Ind,2008,1.50,13096,0,65340,162.6450825,#DIV/0!,32.59871442,0,0.0707,150285,0,150285,1.0000,Y,Y,Y,2,3,3,ST off/whse,Seller leased back til 7/23.
JE-CO,2016129648,12/6/2016,MVT LLC,6011 W 44th Ave,Wheat Ridge,USBK LLC,1980000,Off,1958,1.15,14630,0,50094,135.3383459,#DIV/0!,39.5256917,0,0.0695,137573,0,137573,1.0000,y,Y,Y,2,3,3,ST Bank,"US bank NNN leased older bank. Inc 3,335 SF bsmt."
JE-CO,2016129801,12/7/2016,Seganti Properties Corp,670 & 688 Miller Ct,Lakewood,Wheat Ridge Commons LLC,1450000,Apt,1960,0.83,11112,16,36000,130.4895608,90625,40.27777778,0,,,,,,N,Y,Y,2,2,2,Multi,Avg older apt complex.
JE-CO,2016084255,11/9/2016,Microproperties Indiana LLC,3955 Wadsworth Blvd,Wheat Ridge,FCPT Holdings LLC,1080000,Ret,1978,0.71,2714,0,30971,397.9366249,#DIV/0!,34.87133125,0,0.0602,65023,0,65023,1.0000,Y,Y,Y,2,2,2,ST fast food,Existing Wendys store. NNN corp lease.
JE-CO,2016063396,6/27/2016,,770 S VANCE ST,LAKEWOOD,,46600000,Apt,2001,6.51,223198,208,283576,208.7832328,224038.4615,164.3300764,,,,,,0.9500,Y,Y,Y,3,3,3,MT Apt,Seller did $1.9 million rehab.
JE-CO,2016061192,6/24/2016,,2480 KIPLING ST,LAKEWOOD,,490000,Ret,1958,0.39,3880,1,17119,126.2886598,490000,28.62303348,,,,,,,Y,Y,Y,1,2,3,ST ret,Could demise 2 tenant.  Good cond.
JE-CO,2016063377,6/24/2016,,13200 W 43RD DR 104,GOLDEN,,410000,Ind,2001,0.00,3960,2,0,103.5353535,205000,#DIV/0!,,,,,,1.0000,Y,Y,Y,2,2,2,ST ind condo,User industial condo.
JE-CO,2016069979,6/23/2016,,261 S LAMAR ST,LAKEWOOD,253 S Lamar LLC,1240000,Apt,1960,0.72,7998,8,31363,155.0387597,155000,39.53678196,,,,,,,Y,Y,Y,1,2,3,MT Apt,Updated units in good shape.
JE-CO,2016060399,6/22/2016,,10411 TOWN CENTER DR,WESTMINSTER,,1896600,Rest,2005,1.52,6889,1,66255,275.3084628,1896600,28.62586779,,0.0580,110000,0,110000,1.0000,Y,Y,Y,3,3,3,ST rest,"Macaroni Grill ground lease, 4 yrs remain 3  5 yr options"
JE-CO,2016059921,6/20/2016,,879 BRICKYARD CIR B10,GOLDEN,,120000,Ind,2004,0.00,1940,1,0,61.8556701,120000,#DIV/0!,,,,,,1.0000,Y,Y,Y,2,2,2,ST ind condo,User industial condo.
JE-CO,2016059721,6/20/2016,,10980 DOVER ST,WESTMINSTER,,1101300,Off,1983,2.50,12036,1,109074,91.5004985,1101300,10.09679279,,,,,,0.0000,N,Y,Y,2,2,2,ST off,Avg office bldg.
JE-CO,2016063225,6/17/2016,,705 MOORE ST,LAKEWOOD,,470000,Apt,1961,0.21,3576,4,9017,131.4317673,117500,52.12422867,,0.0734,34491,6549,41040,0.7500,Y,Y,Y,1,2,3,MT Apt,Updated 4 plex
JE-CO,2016060007,6/17/2016,,14805 W 64TH AVE,ARVADA,,4065000,Ret,2008,1.67,14828,8,72702,274.1435123,508125,55.9134567,,,,163108,,1.0000,Y,Y,Y,3,3,3,MT Ret,Quality strip center.
JE-CO,2016059778,6/17/2016,,9175 HARLAN ST,WESTMINSTER,,1200000,C-store,1985,0.50,1092,1,21606,1098.901099,1200000,55.54074469,,,,,,1.0000,N,Y,Y,2,2,2,ST C-store,Conoco Phillips
JE-CO,2016056093,6/10/2016,,6399 W 14TH AVE,LAKEWOOD,,1150000,Apt,1954,0.38,7776,8,16553,147.8909465,143750,69.47465081,,,,,,,,,,,,,,
JE-CO,2016055703,6/9/2016,,7250 W 20TH AVE,LAKEWOOD,,795000,Apt,1968,0.34,5493,7,14636,144.7296559,113571.4286,54.31752591,,,,,,,,,,,,,,
JE-CO,2016058271,6/7/2016,,14825 W 64TH AVE,ARVADA,,1875000,Rest,2008,1.74,3909,1,75707,479.6623177,1875000,24.76644254,,,,,,,,,,,,,,
JE-CO,2016056237,6/6/2016,,193 S INGALLS ST,LAKEWOOD,,440000,Apt,1978,0.17,3174,4,7318,138.626339,110000,60.12506013,,,,,,,,,,,,,,
JE-CO,2016056247,6/6/2016,,183 S INGALLS ST,LAKEWOOD,,440000,Apt,1978,0.18,3174,4,7841,138.626339,110000,56.11672278,,,,,,,,,,,,,,
JE-CO,2016053855,6/6/2016,,6905 LAKEWOOD PL,LAKEWOOD,,355000,Auto,1925,0.13,3215,1,5489,110.4199067,355000,64.67998892,,,,,,,,,,,,,,
JE-CO,2016054363,6/6/2016,,11756 SHAFFER PL 705,LITTLETON,,171300,Ind,2013,0.03,1152,1,1176,148.6979167,171300,145.6484032,,,,,,,,,,,,,,
JE-CO,2016053413,6/3/2016,,2187 DEPEW ST,EDGEWATER,,650000,Apt,1961,0.19,3034,4,8276,214.2386289,162500,78.53656179,,,,,,,,,,,,,,
JE-CO,2016053416,6/3/2016,,2185 DEPEW ST,EDGEWATER,,650000,Apt,1962,0.19,3034,4,8276,214.2386289,162500,78.53656179,,,,,,,,,,,,,,
JE-CO,2016053488,6/2/2016,,3244 S WADSWORTH BLVD,LAKEWOOD,,900000,Rest,2017,0.66,4833,1,28837,186.2197393,900000,31.21020699,,,,,,,,,,,,,,
JE-CO,2016052762,6/2/2016,,871 BRICKYARD CIR C9,GOLDEN,,192000,Ind,2007,0.00,1800,1,0,106.6666667,192000,#DIV/0!,,,,,,,,,,,,,,
JE-CO,2016052409,6/1/2016,,4045 WADSWORTH BLVD 210,WHEAT RIDGE,,92000,Off,1961,0.00,2306,1,0,39.89592368,92000,#DIV/0!,,,,,,,,,,,,,,
JE-CO,2016052632,5/31/2016,,5351 EVERETT ST,ARVADA,,2400000,Apt,1961,0.76,16468,20,32931,145.7371873,120000,72.87886076,,,,,,,,,,,,,,
JE-CO,2016052644,5/31/2016,,30931 STAGECOACH BLVD,EVERGREEN,,4500000,Ret,1997,7.38,51104,1,321473,88.05572949,4500000,13.99807387,,,,,,,,,,,,,,
JE-CO,2016052211,5/31/2016,,5610 LAMAR ST,ARVADA,,500000,Ret,1974,0.59,7670,1,25700,65.18904824,500000,19.45495012,,,,,,,,,,,,,,
JE-CO,2016053028,5/31/2016,,6903 W LAKEWOOD PL,LAKEWOOD,,280000,Ind,1950,0.13,3354,1,5489,83.48240906,280000,51.01520253,,,,,,,,,,,,,,
JE-CO,2016051265,5/27/2016,,2561 JELLISON ST,LAKEWOOD,,810000,Apt,1959,0.37,6632,8,16204,122.1351025,101250,49.98667022,,,,,,,,,,,,,,
JE-CO,2016056637,5/27/2016,,30509 STATE HWY 72,GOLDEN,,262000,Ret/off,1984,23.70,2406,4,1032546,108.8944306,65500,0.2537416629,,,,,,,,,,,,,,
JE-CO,2016052727,5/26/2016,,4735 KIPLING ST,WHEAT RIDGE,,4100000,Hot,1971,3.15,40928,0,137040,100.1759187,#DIV/0!,29.91832443,,,,,,,,,,,,,,
JE-CO,2016050038,5/25/2016,,850 BRICKYARD CIR,GOLDEN,,877000,Ind,2003,0.64,5895,3,27748,148.7701442,292333.3333,31.60620044,,,,,,,,,,,,,,
JE-CO,2016049345,5/24/2016,,9678 W JEWELL AVE,LAKEWOOD,,537500,Car Wash - Self Serve,1987,0.48,2288,5,20996,234.9213287,107500,25.60021185,,,,,,,,,,,,,,
JE-CO,2016048897,5/23/2016,,1495 BALSAM ST,LAKEWOOD,,630000,Apt,1956,0.23,4625,10,10019,136.2162162,63000,62.88178225,,,,,,,,,,,,,,
JE-CO,2016050280,5/23/2016,,9329 SHERIDAN BLVD,WESTMINSTER,,4038500,Rest,1995,0.98,6261,1,42689,645.0247564,4038500,94.6032683,,,,,,,,,,,,,,
JE-CO,2016047680,5/19/2016,,9883 W CHATFIELD AVE,LITTLETON,,1300000,Mini stg,1997,1.97,3873,2,85944,335.6571133,650000,15.12614976,,,,,,,,,,,,,,
JE-CO,2016047821,5/19/2016,,29320 INDUSTRIAL WAY 312,GOLDEN,,91125,Ind,2006,0.02,805,1,828,113.1987578,91125,110.1022184,,,,,,,,,,,,,,
JE-CO,2016055944,5/19/2016,,7610 S ALKIRE PL D,LITTLETON,,220800,Off,2009,0.00,1055,1,0,209.2890995,220800,#DIV/0!,,,,,,,,,,,,,,
JE-CO,2016046568,5/16/2016,,6795 W 44TH AVE,WHEAT RIDGE,,1000000,Ret,1972,0.82,10880,7,35806,91.91176471,142857.1429,27.92803058,,,,,,,,,,,,,,
JE-CO,2016046758,5/16/2016,,30746 BRYANT DR 404,EVERGREEN,,130000,Ind,2002,0.00,1000,1,0,130,130000,#DIV/0!,,,,,,,,,,,,,,
JE-CO,2016046962,5/16/2016,,11636 SHAFFER PL 301,LITTLETON,,155000,Ind,2012,0.02,1032,1,1045,150.1937984,155000,148.2629324,,,,,,,,,,,,,,
JE-CO,2016045398,5/13/2016,,213 S INGALLS ST,LAKEWOOD,,2125000,Apt,1960,0.76,13260,16,32931,160.2564103,132812.5,64.52815796,,,,,,,,,,,,,,
JE-CO,2016045237,5/13/2016,,1800 FENTON ST,LAKEWOOD,,1600000,Apt,1961,0.52,13096,13,22825,122.1747098,123076.9231,70.09722485,,,,,,,,,,,,,,
JE-CO,2016046045,5/13/2016,,120 BEAR CREEK AVE,MORRISON,,340000,Ret,1884,0.15,1373,1,6447,247.6329206,340000,52.7386891,,,,,,,,,,,,,,
JE-CO,2016044889,5/12/2016,,1535 S KIPLING PKWY,LAKEWOOD,,6650000,Ret,1981,2.27,29970,20,98881,221.8885552,332500,67.25242008,,,,,,,,,,,,,,
JE-CO,2016044071,5/10/2016,,7611 W COLFAX AVE,LAKEWOOD,,5925000,Ret,2005,1.55,14330,14,67605,413.4682484,423214.2857,87.64129107,,,,,,,,,,,,,,
JE-CO,2016044013,5/10/2016,,2000 KIPLING ST,LAKEWOOD,,464500,Auto,1959,0.33,1208,1,14375,384.5198675,464500,32.31349306,,,,,,,,,,,,,,
JE-CO,2016043844,5/9/2016,,1821 EATON ST,LAKEWOOD,,1400000,Apt,1961,0.37,7332,8,16291,190.943808,175000,85.93469945,,,,,,,,,,,,,,
JE-CO,2016056276,5/9/2016,,9987 MORRISON RD,LAKEWOOD,,375000,1 Story/Ranch,1937,0.68,1110,1,29577,337.8378378,375000,12.67866779,,,,,,,,,,,,,,
JE-CO,2016042532,5/5/2016,,8600 W 14TH AVE 2,LAKEWOOD,,450000,Off,1962,0.57,6278,1,25003,71.67887862,450000,17.99752354,,,,,,,,,,,,,,
JE-CO,2016044496,5/5/2016,,29350 INDUSTRIAL WAY 209,GOLDEN,,147500,Ind,2005,0.01,1280,0,610,115.234375,#DIV/0!,241.8667191,,,,,,,,,,,,,,
JE-CO,2016042383,5/4/2016,,11786 SHAFFER PL S207,LITTLETON,,294500,Ind,2013,0.00,1560,1,0,188.7820513,294500,#DIV/0!,,,,,,,,,,,,,,
JE-CO,2016042302,5/4/2016,,395 SHERIDAN BLVD,LAKEWOOD,,350000,Auto,1956,0.37,1542,1,15943,226.9779507,350000,21.95326338,,,,,,,,,,,,,,
JE-CO,2016041496,5/2/2016,,7830 SHAFFER PKWY 802,LITTLETON,,151900,Ind,2017,0.00,960,0,0,158.2291667,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
JE-CO,2016040359,4/29/2016,,365 AMES ST,LAKEWOOD,,600000,Apt,1962,0.30,4754,6,12850,126.2095078,100000,46.69188028,,,,,,,,,,,,,,
JE-CO,2016041062,4/29/2016,,7913 ALLISON WAY 101,ARVADA,,1011000,Off/Med,1983,0.81,12027,0,35458,84.06086306,#DIV/0!,28.51273512,,,,,,,,,,,,,,
JE-CO,2016039305,4/27/2016,,10392 REED ST,WESTMINSTER,,2500000,Rest,2011,1.47,9325,1,64033,268.0965147,2500000,39.04224683,,,,,,,,,,,,,,
JE-CO,2016039741,4/27/2016,,9150 W JEWELL AVE 109,LAKEWOOD,,3055000,Off,1974,3.37,39019,4,146754,78.29518952,763750,20.81720085,,,,,,,,,,,,,,
JE-CO,2016038576,4/25/2016,,2500 YOUNGFIELD ST 4,LAKEWOOD,,585000,Off,1959,0.55,4537,1,23958,128.9398281,585000,24.41773103,,,,,,,,,,,,,,
JE-CO,2016039377,4/25/2016,,215 S WADSWORTH BLVD 225,,,80000,Off,1973,0.00,815,1,0,98.1595092,80000,#DIV/0!,,,,,,,,,,,,,,
JE-CO,2016038025,4/22/2016,,3744 VANCE ST,WHEAT RIDGE,,675000,Apt,1959,0.19,3264,4,8059,206.8014706,168750,83.7614474,,,,,,,,,,,,,,
JE-CO,2016038311,4/22/2016,,9192 W 44TH AVE,WHEAT RIDGE,,525000,Ret,1970,0.40,5226,1,17511,100.4592423,525000,29.98094925,,,,,,,,,,,,,,
JE-CO,2016039341,4/22/2016,,4501 WADSWORTH BLVD 107,WHEAT RIDGE,,580000,Ret,1966,0.49,12153,1,21127,47.7248416,580000,27.45354198,,,,,,,,,,,,,,
JE-CO,2016037664,4/22/2016,,11565 W 13TH AVE,LAKEWOOD,,412100,Ind,1972,0.54,3000,1,23653,137.3666667,412100,17.42267815,,,,,,,,,,,,,,
JE-CO,2016038674,4/22/2016,,11786 SHAFFER PL S208,LITTLETON,,214900,Ind,2013,0.00,1248,1,0,172.1955128,214900,#DIV/0!,,,,,,,,,,,,,,
JE-CO,2016037303,4/21/2016,,11690 W 16TH AVE,LAKEWOOD,,525000,Apt,1954,0.25,5496,5,10672,95.52401747,105000,49.19323101,,,,,,,,,,,,,,
JE-CO,2016038269,4/18/2016,,8716 W 54TH PL,ARVADA,,415000,Apt,1960,0.13,3054,4,5445,135.8873608,103750,76.21671258,,,,,,,,,,,,,,
JE-CO,2016036612,4/15/2016,,13401 W 43RD DR 2,GOLDEN,,170000,Ind,2002,0.04,1875,1,1830,90.66666667,170000,92.92054747,,,,,,,,,,,,,,
JE-CO,2016034982,4/13/2016,,8611 W 54TH PL,ARVADA,,510000,Apt,1961,0.17,3584,4,7492,142.2991071,127500,68.06970338,,,,,,,,,,,,,,
JE-CO,2016034313,4/12/2016,,10991 W 44TH AVE,WHEAT RIDGE,,705000,Ind,1979,0.66,5250,0,28750,134.2857143,#DIV/0!,24.52208031,,,,,,,,,,,,,,
JE-CO,2016035976,4/11/2016,,10311 W 59TH AVE 4,ARVADA,,585000,Apt,1960,0.24,4258,4,10542,137.3884453,146250,55.49484325,,,,,,,,,,,,,,
JE-CO,2016032624,4/8/2016,,7110 W VIRGINIA AVE,LAKEWOOD,,58125000,Apt,2014,3.06,200140,220,133119,290.4217048,264204.5455,436.638217,,,,,,,,,,,,,,
JE-CO,2016032828,4/8/2016,,27061 BARKLEY RD,CONIFER,,950000,1 Story/Ranch,1910,2.48,8097,3,108072,117.3274052,316666.6667,8.790406724,,,,,,,,,,,,,,
JE-CO,2016032761,4/8/2016,,7631 SHAFFER PKWY D,LITTLETON,,237400,Off,2008,0.00,1180,0,0,201.1864407,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
JE-CO,2016032075,4/7/2016,,27848 MEADOW DR,EVERGREEN,,1100000,Apt,1962,1.80,11834,13,78364,92.95250972,84615.38462,14.03697902,,,,,,,,,,,,,,
JE-CO,2016032444,4/6/2016,,30735 BRYANT DR 607,,,360000,Ind,2004,0.00,2400,2,0,150,180000,#DIV/0!,,,,,,,,,,,,,,
JE-CO,2016031903,4/6/2016,,8585 W 14TH AVE B4,LAKEWOOD,,150000,Off,1958,0.03,1198,1,1263,125.2086811,150000,118.7422818,,,,,,,,,,,,,,
JE-CO,2016032362,4/5/2016,,7830 SHAFFER PKWY 812,LITTLETON,,168900,Ind,2017,0.00,1152,0,0,146.6145833,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
JE-CO,2016030334,4/1/2016,,5427 CARR ST 1/2,ARVADA,,615000,Apt,1963,0.24,5400,5,10542,113.8888889,123000,58.34073265,,,,,,,,,,,,,,
JE-CO,2016030973,4/1/2016,,708 13th ST 140,GOLDEN,,1223312,Ret,2016,0.00,2647,0,0,462.1503589,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
